filename,split,region,noise_ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
baybay_63.tif,train,baybay,0.1852,-0.1485,-2.7565,-0.4806,-3.9767,3.6415,0.3547,-1.2244,0.4276,-0.6257,-0.2168
monrovia_55.tif,train,monrovia,0.1587,0.7421,-2.5506,-1.3363,1.4251,1.1919,0.8970,1.1067,1.6439,1.8416,0.2398
bielefeld_12.tif,train,bielefeld,0.2712,-1.9146,-0.8291,0.9620,-0.2259,4.0898,-0.6641,-2.4631,-0.0868,0.0468,-2.2147
khartoum_53.tif,train,khartoum,0.3451,3.8453,1.5284,0.1917,-0.5465,-1.9948,-1.5578,0.3096,-0.8560,1.2212,0.8071
pisco_48.tif,train,pisco,0.2007,4.1141,2.4327,0.5274,-0.2348,0.1746,-0.5702,4.3789,-1.4367,-0.4097,-0.0372
mahe_29.tif,train,mahe,0.2745,3.1588,-1.5836,-0.7738,1.0675,0.3103,0.8353,0.6223,-1.4160,-1.1702,-1.2066
coxsbazar_20.tif,train,coxsbazar,0.3443,-0.1130,-0.0233,1.4738,-2.6154,-0.5871,0.1186,0.2201,1.5204,-0.4484,0.6626
slaskie_24.tif,train,slaskie,0.1691,-0.1527,-2.9917,-1.6846,3.6701,1.7591,1.4446,1.4206,0.5827,0.2559,1.1032
chicago_24.tif,train,chicago,0.5982,0.7847,0.1814,1.1224,-0.6808,0.1907,1.3423,-0.4030,2.5808,-1.7834,2.1673
rotterdam_48.tif,train,rotterdam,0.3690,1.6300,0.9690,-1.1156,-2.1777,-1.2994,-1.2681,-1.6201,1.3464,1.0212,0.2075
coxsbazar_5.tif,train,coxsbazar,0.2969,-6.3717,-0.1771,-0.7171,2.5244,-3.1012,-1.1566,0.9106,-2.6844,-0.2180,-1.2741
zanzibar_76.tif,train,zanzibar,0.2640,-5.5764,-1.9185,0.4216,0.5161,-2.8884,-0.4799,-0.2974,-0.3769,1.7566,-1.5560
pisco_7.tif,train,pisco,0.2069,0.6120,-0.4214,4.2810,-1.6284,0.6760,-0.2921,0.1585,-1.3904,-0.7913,-0.8449
chiclayo_8.tif,train,chiclayo,0.2268,2.6472,-0.3363,2.7804,-2.7152,0.4631,1.3334,2.7270,0.1989,0.3785,1.4455
abancay_32.tif,train,abancay,0.3095,3.2530,-0.2736,0.1075,-0.0162,-0.1987,0.3174,0.5812,0.5325,-0.3119,0.9448
khartoum_59.tif,train,khartoum,0.4943,1.0962,3.0928,-0.2015,0.5475,-1.3761,-0.4912,-0.1968,1.4185,0.0431,-0.5269
svaneti_11.tif,train,svaneti,0.3159,-3.0473,-1.1190,1.1663,-0.4812,-0.9532,0.5236,1.8678,1.6735,1.3366,-0.0768
wielkopolskie_3.tif,train,wielkopolskie,0.0831,-4.0373,2.1972,6.2064,1.2688,1.0037,-2.5875,-1.6379,-1.7397,1.2829,0.2060
aachen_51.tif,train,aachen,0.2701,-1.1876,-1.4445,2.8501,1.1158,1.6765,0.3793,-0.8221,-0.2154,-0.5146,0.4251
kyoto_29.tif,train,kyoto,0.2928,1.9717,-0.6083,-0.5798,-0.3229,-0.7714,0.2103,1.0678,-0.2636,-0.9323,1.5426
tokyo_37.tif,train,tokyo,0.3007,-1.2671,3.9284,-3.6521,-2.8841,3.6921,11.1850,-0.7060,-4.0754,4.7751,3.2117
ulaanbaatar_28.tif,train,ulaanbaatar,0.3204,4.6161,2.6968,0.9421,0.8165,-0.0817,-0.9649,1.1145,-1.3824,-0.5420,-1.8553
kujawsko-pomorskie_2.tif,train,kujawsko-pomorskie,0.3985,-6.9502,1.8881,-0.6402,-0.7406,-2.1291,-1.9234,-1.0450,0.8864,-1.6393,5.1495
vienna_40.tif,train,vienna,0.2433,3.4085,-1.0868,-0.3472,2.2972,1.5017,0.1208,-0.1886,-0.9783,-0.2659,0.6805
vegas_42.tif,train,vegas,0.8561,0.7631,9.4383,0.8568,0.2852,-1.7057,0.9733,-0.1780,4.8510,-0.3013,-0.5759
koeln_54.tif,train,koeln,0.3334,0.8244,-0.8551,-1.0551,0.4361,-1.2804,0.3175,0.2454,0.4271,-0.2816,0.2133
bielefeld_15.tif,train,bielefeld,0.4347,0.8529,-0.0576,0.8299,1.3734,0.4186,1.0517,-0.6844,1.6866,-1.0138,-1.8314
podkarpackie_5.tif,train,podkarpackie,0.2750,-4.2288,-0.9705,4.0031,-0.8929,-0.6303,-0.2755,-1.7802,1.3975,1.7337,-0.2340
dolnoslaskie_15.tif,train,dolnoslaskie,0.3438,-3.8971,-1.7962,1.3843,-1.1318,0.0317,0.2796,-1.4515,1.5915,0.8662,-0.5843
rio_27.tif,train,rio,0.4399,-0.5983,0.1452,-1.2568,0.1509,-3.0092,0.0606,-1.9538,0.9487,-1.0212,-0.0842
piura_19.tif,train,piura,0.1717,5.4808,-0.5194,1.0499,-2.1563,-0.9975,-0.6624,-0.1089,-1.5723,0.1338,0.5092
zachodniopomorskie_9.tif,train,zachodniopomorskie,0.2067,-6.8018,3.1035,-5.7601,-3.0672,-1.2474,-3.1232,0.9364,-2.9843,-2.9805,-0.8707
rotterdam_42.tif,train,rotterdam,0.4022,0.9604,1.5206,-1.6186,-2.2548,-0.8525,-1.7087,-1.4828,0.9219,0.7857,0.5043
dortmund_69.tif,train,dortmund,0.1362,0.0947,-3.9035,1.7131,-2.2301,0.1181,1.4521,1.0664,0.5398,0.1560,-0.2531
kagera_9.tif,train,kagera,0.4823,-2.7731,0.0343,1.4246,0.0342,-1.5776,0.0805,0.0685,2.3733,1.5035,0.4932
shanghai_9.tif,train,shanghai,0.2454,5.4017,2.3677,1.2704,1.4621,0.1307,-1.7282,0.9090,-3.1640,0.5580,-1.7162
melbourne_16.tif,train,melbourne,0.2804,2.0738,-1.5799,-1.0255,1.4318,-0.3601,-0.2631,-1.0783,-0.6549,0.5209,1.5017
western_26.tif,train,western,0.3505,1.3284,0.3828,0.8260,-0.6434,1.0126,1.9836,2.4518,2.7179,-1.4618,-0.8936
duesseldorf_53.tif,train,duesseldorf,0.3253,-0.0428,-1.5231,1.2273,0.8462,0.7486,0.8155,-0.3727,0.6624,-0.4441,0.0353
viru_50.tif,train,viru,0.1690,1.3843,-0.3721,4.6567,-1.6865,1.6254,0.0678,1.0237,-0.8646,-0.7056,-0.5854
muenster_12.tif,train,muenster,0.1967,-1.7836,-2.4439,2.7444,-0.2944,0.7154,0.4560,-0.3615,-1.7192,-1.9116,-0.0682
monrovia_11.tif,train,monrovia,0.2684,1.7971,-1.7036,-0.8374,-0.4000,-1.3037,0.4342,1.3370,-0.3560,0.8361,-1.7749
wielkopolskie_38.tif,train,wielkopolskie,0.1566,-2.5740,-2.2700,4.7747,0.1975,1.8439,0.0537,-1.7594,-0.2941,1.1384,-0.1408
kitsap_28.tif,train,kitsap,0.2431,3.5268,-1.4594,-0.5071,-0.0740,0.0239,0.7924,-0.0383,-0.2060,-1.4544,0.6646
chiclayo_45.tif,train,chiclayo,0.5731,-2.9221,9.6978,-2.3149,-0.0897,1.4569,-2.8454,1.2015,-1.0918,-3.2482,-2.1917
aachen_55.tif,train,aachen,0.2956,-2.2775,-1.9620,0.0850,-0.7650,1.4162,0.3800,-0.3111,1.1479,-0.1722,1.1430
wielkopolskie_28.tif,train,wielkopolskie,0.2056,2.1837,-1.7502,-0.8055,5.2270,2.6892,0.0990,-0.5993,-1.3413,0.8604,0.3461
tonga_1.tif,train,tonga,0.3120,2.4939,-1.1231,-0.5421,2.2769,0.7005,0.1622,-0.7399,-0.5570,0.2714,0.0971
kujawsko-pomorskie_11.tif,train,kujawsko-pomorskie,0.2393,0.1350,-2.6668,-1.9799,2.6068,0.0567,0.5824,0.4651,-0.9060,0.0841,0.3023
muenster_37.tif,train,muenster,0.2216,1.7349,-0.5857,-2.7364,-2.9869,2.3532,-1.4393,0.5458,-0.2942,1.7914,0.4125
duesseldorf_30.tif,train,duesseldorf,0.2777,3.3795,-0.8782,-0.3133,0.4337,-0.4562,0.0036,-0.0915,-0.5749,0.3823,-0.7643
lohur_1.tif,train,lohur,0.2619,-1.8166,-1.1716,1.6419,1.0093,0.7659,0.4297,1.2154,0.6271,0.8070,0.0938
muenster_20.tif,train,muenster,0.1702,-3.1665,-2.9860,0.2764,-1.0940,4.3009,-0.0021,0.1930,0.2108,1.2332,-0.4146
zanzibar_65.tif,train,zanzibar,0.4827,-5.5645,3.5906,-0.7660,-0.3075,-5.2797,-1.5272,2.2353,-0.6682,-2.8583,0.5783
mazowieckie_12.tif,train,mazowieckie,0.1102,-4.4672,-3.4769,-0.3432,-1.9277,-4.0888,-0.4362,1.5968,-1.3376,1.7942,-0.0575
chincha_21.tif,train,chincha,0.3917,2.6625,1.7350,2.3977,-1.5119,0.4229,0.6391,1.8998,1.1125,-2.5404,1.9670
khartoum_2.tif,train,khartoum,0.3228,4.3650,1.7977,0.9474,-0.9689,-1.9018,-1.6382,-1.5468,-0.3439,1.1446,1.0411
kampala_3.tif,train,kampala,0.2263,2.4972,-2.0355,-0.8120,1.6582,0.8767,0.5062,0.0424,-0.3213,0.5879,0.0012
vienna_17.tif,train,vienna,0.4547,1.3398,1.7028,0.1711,-2.0172,-3.0827,-1.4690,1.7070,-0.5922,1.1219,0.0506
dowa_1.tif,train,dowa,0.3863,-0.6884,-0.3495,1.2146,0.6367,0.4410,1.0884,1.3108,1.8524,-0.1350,-0.9975
accra_41.tif,train,accra,0.4291,1.4101,1.2364,-0.9679,4.1135,0.3757,0.1284,-0.9958,-0.1575,-1.3388,-1.5541
vegas_6.tif,train,vegas,0.2676,5.0110,0.1442,0.9743,-0.8784,-0.8441,-0.5496,-2.9384,-0.4683,-0.7259,0.9702
melbourne_55.tif,train,melbourne,0.2810,2.1569,-0.3759,-0.9778,3.0849,1.0570,-0.2105,1.0431,-1.5573,-0.5290,1.0165
rio_16.tif,train,rio,0.2444,4.5982,3.8850,1.6197,-0.0453,-1.0012,-2.1059,2.7652,-0.9876,2.3175,-2.2352
rio_36.tif,train,rio,0.2222,-0.3517,-1.4076,-2.1887,2.4555,-0.4357,-0.0818,1.7208,0.3797,2.5511,0.3953
christchurch_29.tif,train,christchurch,0.2138,1.3328,-3.0618,-1.5628,2.5170,0.5765,0.7098,-0.2578,-1.2094,0.1803,-0.3273
zanzibar_68.tif,train,zanzibar,0.2900,-4.6460,-1.9182,-1.1657,0.7443,-2.9786,0.3672,0.0853,2.2723,1.9139,0.7983
rotterdam_47.tif,train,rotterdam,0.4539,0.7557,4.9593,-0.5209,5.7703,0.4253,-2.5655,0.4159,-2.8643,-1.8952,0.8716
kagera_59.tif,train,kagera,0.4289,-2.9744,-1.4254,1.8948,0.7125,-0.7353,0.1026,-2.1638,1.2010,0.5986,1.2039
soriano_18.tif,train,soriano,0.1854,1.2055,-1.8992,-1.4967,4.3253,1.8507,0.4628,0.7132,-1.2740,0.0961,0.0473
duesseldorf_9.tif,train,duesseldorf,0.2872,3.2430,0.0510,-0.3228,0.0779,0.2602,0.6040,-0.1228,0.6760,0.0601,0.1364
svaneti_70.tif,train,svaneti,0.4213,-1.8563,-1.0571,-1.6790,0.7531,-1.8920,1.2296,1.4968,2.8092,0.9183,-1.5372
zanzibar_92.tif,train,zanzibar,0.3708,-0.1098,0.1344,-1.2353,3.3549,-0.4281,-0.1635,-0.3602,-0.4952,-0.2398,-1.7277
chincha_13.tif,train,chincha,0.3533,1.8360,0.5835,1.5786,-1.2801,-0.3375,0.2964,2.4730,0.0234,-1.2729,0.3372
zanzibar_135.tif,train,zanzibar,0.2149,-4.0872,-0.6264,-2.6298,2.1505,-0.7889,0.9490,3.5059,1.9673,0.4140,1.1570
pomorskie_19.tif,train,pomorskie,0.1493,-6.9425,0.4223,0.2217,-3.2529,-3.7242,-1.5446,0.7063,-0.2992,-1.9911,2.9408
melbourne_59.tif,train,melbourne,0.3244,-1.0092,-0.7567,-2.4847,0.1238,0.5526,1.1212,0.3962,1.3038,-1.2547,-0.4608
monrovia_1.tif,train,monrovia,0.2333,3.7067,-0.7751,-0.4258,-0.4061,-0.4372,0.1252,1.8269,-0.7134,0.7131,-0.8691
dhaka_17.tif,train,dhaka,0.1929,4.1436,-0.0596,0.8607,-1.3039,-1.1971,-0.8192,-1.4000,0.0703,1.8263,-0.7986
lohur_28.tif,train,lohur,0.2657,-1.4190,-1.9799,0.0290,0.3062,1.8826,0.9503,0.6538,0.7384,-1.0295,0.4022
duesseldorf_57.tif,train,duesseldorf,0.3979,0.1530,-0.0908,1.8441,-0.2245,0.0048,0.7875,-0.0211,1.9016,-0.6297,0.1414
tyrolw_58.tif,train,tyrolw,0.3670,1.3849,-0.8450,-1.7370,-2.5044,-0.5689,0.3930,-0.5312,1.3585,-0.4555,-0.2498
western_20.tif,train,western,0.5534,-4.2150,5.2571,-3.7427,-1.1186,-1.9780,7.5624,-2.2207,-3.6555,-0.5460,-0.3212
shanghai_70.tif,train,shanghai,0.3402,1.7090,1.3358,-1.1841,2.4830,2.5258,-0.9815,-0.3316,0.4283,0.7551,0.9419
chiclayo_25.tif,train,chiclayo,0.2146,-5.5234,3.2453,4.1703,2.0191,0.3498,-2.5412,-2.9534,-2.1956,-0.9777,1.1974
tyrolw_15.tif,train,tyrolw,0.5008,-1.9542,-1.4886,0.9263,-1.2043,-2.7027,0.6860,-1.6656,0.7766,-0.9202,-1.6666
christchurch_33.tif,train,christchurch,0.2570,2.5238,-2.3540,-0.7784,1.5400,0.6114,0.7348,-1.2535,-0.5713,-0.8007,0.6242
khartoum_14.tif,train,khartoum,0.5275,2.3740,6.1419,0.1507,1.1409,-1.1624,-3.2030,1.5210,-0.7909,1.9868,-0.1418
chiclayo_48.tif,train,chiclayo,0.8307,-4.6686,10.2990,2.7988,1.8996,-2.5010,-0.4093,-2.6176,1.1467,-2.5971,-2.9126
kyoto_46.tif,train,kyoto,0.3952,-0.7563,1.7190,-0.1663,-0.2887,3.5696,-0.8996,0.6235,0.9081,-0.7233,-0.5011
niamey_8.tif,train,niamey,0.2659,1.7176,-1.1508,-1.7436,-0.5480,1.2525,0.3339,1.8618,-0.0541,-0.0245,-0.2644
lambayeque_3.tif,train,lambayeque,0.2477,3.4084,-0.7691,0.2372,-1.7774,-1.0372,0.5877,1.1064,0.2412,-0.0144,-1.4415
lima_16.tif,train,lima,0.2406,3.3422,0.6544,-0.2069,3.1765,3.1842,0.9006,1.3184,0.3602,-0.9954,0.6848
kitsap_43.tif,train,kitsap,0.1718,-5.2273,-0.2290,-3.8786,2.7041,-4.1487,-0.8033,1.7285,-2.5098,-0.8355,-0.0447
dhaka_36.tif,train,dhaka,0.2951,-0.2566,0.0623,-1.4539,-2.5533,1.2745,-0.7691,0.4168,2.4382,1.8411,1.3301
lohur_31.tif,train,lohur,0.2467,-1.7797,-0.8236,2.8108,0.5317,0.9027,-0.0213,0.2783,-0.0561,0.4306,0.4124
dolnoslaskie_28.tif,train,dolnoslaskie,0.2817,-2.9464,-1.5836,2.7792,0.1803,-0.3820,-0.0860,-1.6993,0.1929,0.3605,-0.0751
rio_57.tif,train,rio,0.1746,-3.4773,-2.3217,-2.7554,0.8898,-3.4139,-0.2044,2.3548,-1.4427,1.0883,-1.3965
chincha_26.tif,train,chincha,0.2730,3.6071,-0.0294,1.8643,-0.6722,0.5749,-0.0006,1.0051,-1.0017,-1.6865,0.7042
chiangmai_6.tif,train,chiangmai,0.2656,-0.8323,-2.0689,-1.9498,-0.4210,-2.7430,0.7372,0.8050,-0.0226,-0.3652,-0.9366
svaneti_68.tif,train,svaneti,0.2418,-5.1640,0.4897,1.0196,1.6177,-0.9943,-0.4100,1.3123,-2.0068,-1.7830,-1.0040
chiangmai_12.tif,train,chiangmai,0.2471,0.9599,-1.7176,-2.9796,-1.9467,1.6716,-0.0699,0.4264,-0.0271,-0.0006,-0.2630
svaneti_53.tif,train,svaneti,0.4943,-4.1490,2.3923,2.2873,1.4777,1.1093,0.1898,-2.8099,2.8126,-0.4096,0.0714
ngaoundere_32.tif,train,ngaoundere,0.3519,0.0115,-0.8611,1.6684,-1.3522,-1.0141,0.3165,1.2820,0.6539,0.4364,-0.9766
kitsap_24.tif,train,kitsap,0.3305,3.1161,-0.1439,-0.3688,0.3321,-0.2948,0.6099,-0.3077,0.2664,-1.7186,0.0203
muenster_3.tif,train,muenster,0.1387,-0.6965,-2.7224,3.2420,-0.2380,1.8036,0.4072,1.0772,-1.6375,-0.1689,-0.4746
zanzibar_55.tif,train,zanzibar,0.2177,-5.8920,1.0459,-2.5342,-3.5621,-5.2187,-1.5738,1.1067,-1.5879,-2.0183,-0.2908
chincha_40.tif,train,chincha,0.7276,-1.0591,6.9470,1.9527,-0.0949,-0.4242,1.0200,2.6582,2.7378,-2.6410,0.4117
daressalaam_32.tif,train,daressalaam,0.2468,2.9881,-1.3183,-0.4539,-1.5589,-2.0085,-0.0460,0.3426,-0.7657,0.4525,-0.8915
tonga_37.tif,train,tonga,0.1956,-2.5821,-2.1160,2.1655,2.8187,2.1062,0.5217,0.4477,0.2793,1.7478,-1.0796
rosario_8.tif,train,rosario,0.3889,0.8963,0.9165,-0.7264,2.3788,1.1792,1.3069,0.2149,1.4140,-1.5072,-0.9482
sechura_8.tif,train,sechura,0.1976,4.9885,0.2995,0.6514,-0.8696,-0.1361,-0.5331,1.7544,-1.8078,0.0884,-0.1553
tokyo_50.tif,train,tokyo,0.3029,-2.8462,1.0031,3.8079,-0.6652,-0.1079,-0.5971,0.0634,-0.0400,-0.8455,0.4577
dolnoslaskie_16.tif,train,dolnoslaskie,0.2247,-4.0651,-1.2891,3.5165,0.6899,-0.1883,-0.6626,-2.7485,-0.6201,0.7401,-0.0788
tonga_29.tif,train,tonga,0.3038,0.8705,-1.4426,-0.8665,2.0976,0.8098,0.7920,0.9180,0.2623,-0.1489,1.1344
slaskie_37.tif,train,slaskie,0.1098,-5.0998,0.4880,-6.5377,-3.5033,3.3536,-3.8668,-2.8733,-2.1017,0.3635,0.5692
swietokrzyskie_6.tif,train,swietokrzyskie,0.1257,-1.7813,-4.4696,0.6707,-1.2017,-0.4941,1.2095,1.4288,-1.0131,-0.6334,0.3300
rotterdam_49.tif,train,rotterdam,0.3622,1.7703,1.4065,-1.0538,-1.3037,-1.1173,-1.0336,-0.7813,1.8707,1.4562,-0.4133
mazowieckie_32.tif,train,mazowieckie,0.1764,0.3038,-3.3048,-1.8555,1.6770,0.2832,1.1179,2.0715,-2.2240,-1.6131,-0.2410
lodzkie_22.tif,train,lodzkie,0.1091,-4.7146,2.1015,4.9612,-0.0796,-0.0491,-2.0372,1.1169,-2.2607,0.2482,-2.1894
kagera_12.tif,train,kagera,0.3939,-0.9970,0.2590,-1.5080,0.1033,-1.0159,1.8790,2.1488,3.7835,0.2370,-0.4378
lubuskie_3.tif,train,lubuskie,0.1203,-5.0846,-0.3769,-2.9244,-0.8410,-6.5508,-1.6104,2.9434,-3.4646,-1.6465,-0.2802
christchurch_26.tif,train,christchurch,0.2417,-3.7295,-1.7891,-2.7115,3.0433,-1.8299,0.7620,1.0917,0.6432,-0.5397,-0.3830
muenster_23.tif,train,muenster,0.2430,-2.2473,-3.2343,-0.9678,-2.7547,1.7102,-0.2416,-1.3917,-0.5474,0.0189,-0.0294
kitsap_36.tif,train,kitsap,0.2056,-1.3891,-1.8400,-2.3132,0.1357,-1.3450,1.1349,1.6807,0.2875,-0.7837,0.2872
kyoto_60.tif,train,kyoto,0.3190,3.6832,1.3955,1.8907,-0.9196,-0.2798,-0.5843,0.3677,0.7010,-0.2647,2.3577
vegas_47.tif,train,vegas,0.2778,4.6159,-0.0103,0.6397,-0.8232,-1.2362,-0.7538,-2.0420,-1.4102,-0.3930,0.2567
western_21.tif,train,western,0.6055,-1.6280,4.6796,-2.3212,-2.5572,-0.3537,5.1020,-0.8457,0.7127,0.5540,-2.2952
lubuskie_1.tif,train,lubuskie,0.2199,-4.9529,0.6065,-2.4078,-0.2855,-5.4739,-1.2790,2.0824,-0.9858,-0.7255,1.0034
kitsap_1.tif,train,kitsap,0.2264,-2.6115,-1.9219,-2.0686,-0.2963,-3.2799,0.3039,-0.2249,0.1440,-1.0437,1.5441
western_10.tif,train,western,0.2030,0.1900,-2.4500,-1.2560,-0.7836,-1.0488,0.8950,2.5936,-0.2469,-0.1326,0.6062
dowa_21.tif,train,dowa,0.3244,2.9352,1.7703,1.5442,-1.5085,-0.9149,-0.6181,2.3738,0.0365,0.2093,0.3497
piura_30.tif,train,piura,0.3244,0.9515,-1.0778,-1.2276,0.5682,-1.0549,0.5593,2.1031,-0.3477,-0.1952,-1.3200
dortmund_58.tif,train,dortmund,0.2232,1.9474,-1.9256,-1.0637,-0.7466,-1.6846,-0.0182,0.8078,-0.3726,1.5188,-0.2481
baybay_65.tif,train,baybay,0.1152,-4.7258,-2.8430,1.3441,-1.3797,-2.3733,-0.4012,2.3345,-1.6766,1.1243,-0.5074
piura_37.tif,train,piura,0.1747,-5.1865,0.8740,3.2169,0.3645,-0.5166,-1.3199,1.7818,-3.4104,-1.4070,-0.8349
accra_15.tif,train,accra,0.2013,-2.6572,-1.3412,-2.8436,4.2944,1.9017,0.1218,0.6476,1.0426,1.7179,0.2685
zanzibar_95.tif,train,zanzibar,0.2060,-2.1016,0.3909,-2.2176,5.6538,1.0177,0.6507,0.8704,0.9564,-0.8459,-1.2522
monrovia_67.tif,train,monrovia,0.3082,0.4733,-1.2606,-1.3812,-0.1702,-2.1260,0.4225,0.9245,0.6854,1.1214,-1.4194
wielkopolskie_23.tif,train,wielkopolskie,0.1544,-1.7386,-1.4735,4.5340,-0.2732,1.4335,-0.0189,-0.2291,-0.7713,0.7977,-1.8550
lodzkie_11.tif,train,lodzkie,0.1497,-5.3588,2.1550,2.9723,-1.1692,3.4380,1.0431,-4.0324,-0.4888,-1.1177,-3.8292
soriano_15.tif,train,soriano,0.2534,3.4581,-1.2725,-0.1138,0.5307,-0.1296,-0.1708,-1.8378,-0.1473,0.3613,1.1503
duesseldorf_25.tif,train,duesseldorf,0.2974,-6.0019,1.2653,-0.6240,-1.3613,1.6384,-2.3152,-1.0260,-2.8396,-3.8493,2.0306
chincha_50.tif,train,chincha,0.2334,3.2271,-0.9096,1.2831,-0.4438,0.8690,0.3126,1.6908,-0.7470,-0.6886,0.6959
bielefeld_55.tif,train,bielefeld,0.3586,1.3120,-0.8571,-0.8198,0.4070,-1.2319,0.6442,-0.7205,0.8797,-0.3963,-0.9080
dowa_16.tif,train,dowa,0.2075,2.7545,-0.5954,0.4803,-1.0871,0.2307,0.5119,3.7798,-0.0726,0.1053,0.9301
duesseldorf_38.tif,train,duesseldorf,0.3162,3.8305,0.4802,0.2788,-0.2520,-1.2514,-0.8550,-0.6986,-0.9375,0.3545,-0.3283
melbourne_9.tif,train,melbourne,0.3150,1.3012,-0.8639,-1.4199,1.8807,-0.3449,-0.2980,0.8829,-1.6970,-0.9710,1.5016
ica_20.tif,train,ica,0.2370,4.0349,4.4312,1.3665,-1.2344,0.5339,-0.0413,3.6559,-0.1497,-2.4384,0.7893
melbourne_65.tif,train,melbourne,0.2812,1.1551,-2.1874,-1.9573,1.0178,1.2913,0.6636,0.1552,-0.5390,-1.0097,-0.1270
bielefeld_16.tif,train,bielefeld,0.2017,-3.5272,-2.2832,2.6307,-1.6291,-1.1379,0.4463,-1.3714,0.4150,-0.6516,1.1298
monrovia_66.tif,train,monrovia,0.3632,-0.8962,-0.3158,-0.9648,-0.4531,-0.2196,0.6277,2.7519,2.6391,1.4378,-0.7281
paris_2.tif,train,paris,0.4676,0.2798,0.6647,-0.8181,1.5409,-1.8974,-0.4050,-1.2931,0.2435,0.3521,-0.8660
chisinau_7.tif,train,chisinau,0.2082,3.6805,-1.2170,-0.0164,-1.6488,-1.5260,-0.2916,0.4443,-1.1238,0.6617,-0.3917
piura_32.tif,train,piura,0.3762,1.2476,0.1922,0.7063,-1.5813,-0.0938,1.7332,1.1842,1.6233,-1.4910,-0.0486
santiago_45.tif,train,santiago,0.2728,-3.1932,-1.2479,-1.9337,3.1245,-0.4666,1.0000,0.7516,2.1605,0.0392,0.6223
lubuskie_4.tif,train,lubuskie,0.2250,-4.0935,-2.1570,0.4313,4.1964,0.7741,0.1585,-1.7517,-0.8674,-0.3772,-0.1827
piura_27.tif,train,piura,0.2500,4.2311,-1.1843,-0.1703,-1.4072,-1.7886,-0.2490,-1.4775,-0.9740,-0.1635,-0.7718
chisinau_50.tif,train,chisinau,0.1834,2.1531,-2.1900,-0.7457,-0.3829,0.1593,1.0789,3.2301,0.3603,0.6276,0.4285
rio_15.tif,train,rio,0.2051,4.9169,3.6623,1.5187,0.1471,-0.4455,-1.5097,2.8373,-0.6338,2.0252,-2.8150
dhaka_24.tif,train,dhaka,0.2510,1.9525,-0.2428,-2.4103,-1.8871,4.0610,-0.7045,0.0973,0.8878,0.2238,1.0462
abancay_1.tif,train,abancay,0.4227,-1.8146,1.1983,0.1869,1.8587,0.5220,0.5495,2.1796,1.5907,-1.5682,2.9190
vienna_50.tif,train,vienna,0.1860,3.0420,-2.2966,-0.9547,0.5822,0.1957,-0.2795,1.5650,-1.3289,2.1098,0.1171
zanzibar_24.tif,train,zanzibar,0.2796,-5.4362,0.1103,-3.3763,3.2042,-4.0419,-1.0778,-0.2908,-1.9147,-0.3842,0.4229
svaneti_39.tif,train,svaneti,0.2049,-3.6479,-1.9777,3.4432,1.3840,1.0835,-0.2364,-1.6101,-0.0996,1.5694,0.1738
daressalaam_61.tif,train,daressalaam,0.3335,2.0893,0.7465,-0.5288,-1.9738,-2.0413,-0.5926,-3.2689,1.9369,1.5919,-0.4670
santiago_35.tif,train,santiago,0.2684,4.0712,-0.8200,-0.0448,0.9204,0.4285,-0.0680,-0.9675,-0.4606,-0.3418,0.9778
koeln_45.tif,train,koeln,0.3162,2.0899,-0.7206,-0.8866,0.1701,-0.5962,0.5159,1.2310,0.4286,-0.2711,0.3470
svaneti_41.tif,train,svaneti,0.5274,-1.9418,0.7150,-1.8555,-1.0004,-0.3697,2.1633,0.1387,4.3404,-0.9119,-1.6472
zanzibar_108.tif,train,zanzibar,0.2001,-1.9441,-1.1307,-2.2924,5.7627,1.0013,0.1668,1.0028,-0.9278,0.2937,-0.0268
koeln_70.tif,train,koeln,0.2634,3.3624,0.7527,-0.4217,2.3447,0.9369,-0.7310,1.9916,-1.0147,1.3923,-0.0225
lima_5.tif,train,lima,0.2869,2.8668,4.6772,-0.6241,-2.8068,2.3981,0.1796,-2.9359,0.9363,2.1525,0.1427
zanzibar_13.tif,train,zanzibar,0.3954,-6.6969,1.2138,-0.8782,1.8122,-4.5983,-1.8876,-0.9263,-2.5017,-0.4956,-0.1952
lodzkie_4.tif,train,lodzkie,0.2722,-4.2733,0.8144,4.4348,-0.2397,-1.6193,-1.5332,0.0499,-0.3572,2.3935,-3.8073
tokyo_19.tif,train,tokyo,0.3323,2.2900,0.7418,1.3862,0.3461,0.8483,0.0815,1.2234,1.6324,0.2817,2.3709
sechura_24.tif,train,sechura,0.2135,5.0028,-0.9724,0.4151,-1.5787,-1.0804,-0.3520,-0.3916,-1.5670,-0.1690,-0.3313
tokyo_15.tif,train,tokyo,0.4243,1.2428,2.6559,1.5679,0.4263,0.8861,-0.0281,0.4586,2.8013,0.1237,2.6559
lambayeque_18.tif,train,lambayeque,0.2506,3.9964,-0.2911,0.0543,-0.0690,0.4120,0.4460,1.2558,-0.5316,-0.3775,0.3046
chicago_28.tif,train,chicago,0.2175,3.9335,-2.0233,-0.8390,0.7823,0.0243,-0.0005,-0.5446,-1.3569,0.0957,0.3555
zanzibar_128.tif,train,zanzibar,0.4342,-2.6395,1.9452,-3.0065,1.0986,0.2561,1.8559,1.2771,2.0940,-1.7328,-0.0183
