filename,split,Bareland_gt_reg,Bareland_ps_reg,Rangeland_gt_reg,Rangeland_ps_reg,Developed_gt_reg,Developed_ps_reg,Road_gt_reg,Road_ps_reg,Tree_gt_reg,Tree_ps_reg,Water_gt_reg,Water_ps_reg,Agriculture_gt_reg,Agriculture_ps_reg,Building_gt_reg,Building_ps_reg,gt_regions,ps_regions,frag_ratio
coxsbazar_58.tif,train,0,0,168,208,61,102,4,29,39,53,21,5,30,12,63,48,386,457,1.18
shanghai_22.tif,train,0,0,8,41,14,38,2,12,0,0,0,0,0,23,3,21,27,135,5.00
vienna_1.tif,train,0,0,51,121,141,323,14,33,77,118,0,0,0,0,20,51,303,646,2.13
vienna_68.tif,train,0,0,75,114,66,203,5,86,127,81,2,0,0,1,22,71,297,556,1.87
ngaoundere_45.tif,train,6,14,135,137,266,103,11,22,276,169,5,5,22,10,158,108,879,568,0.65
dolnoslaskie_20.tif,train,0,0,38,49,12,30,3,11,73,34,1,3,3,23,11,12,141,162,1.15
pisco_16.tif,train,0,12,140,127,81,59,1,11,96,49,0,29,40,22,5,3,363,312,0.86
daressalaam_90.tif,train,0,0,30,45,219,290,8,72,242,178,0,0,0,0,123,146,622,731,1.18
monrovia_32.tif,train,0,0,383,338,267,227,14,51,328,256,0,10,1,0,143,148,1136,1030,0.91
slaskie_3.tif,train,0,0,84,70,47,217,1,13,257,113,2,0,4,6,32,43,427,462,1.08
coxsbazar_29.tif,train,0,0,6,14,16,2,0,5,168,111,11,6,0,0,0,0,201,138,0.69
christchurch_69.tif,train,0,0,282,432,400,404,2,13,289,212,4,0,0,0,204,188,1181,1249,1.06
kyoto_3.tif,train,4,0,65,157,158,171,3,55,288,179,15,0,24,4,176,89,733,655,0.89
tonga_66.tif,train,0,0,433,308,193,385,1,22,276,288,1,4,0,0,102,145,1006,1152,1.15
slaskie_29.tif,train,0,0,150,58,42,41,7,34,316,107,1,0,0,19,16,10,532,269,0.51
lima_13.tif,train,1,0,0,3,3,5,1,4,0,0,0,0,0,8,23,8,28,28,1.00
vienna_43.tif,train,0,0,117,114,119,229,52,39,68,67,1,0,0,9,29,43,386,501,1.30
rotterdam_30.tif,train,0,0,27,64,249,162,27,47,108,83,6,7,0,14,43,52,460,429,0.93
viru_1.tif,train,0,0,109,58,169,102,4,28,175,114,11,2,5,18,42,84,515,406,0.79
vegas_22.tif,train,0,0,41,38,38,74,3,9,107,47,8,1,0,0,55,43,252,212,0.84
lohur_19.tif,train,0,0,136,35,100,116,2,18,171,44,0,1,17,25,39,39,465,278,0.60
kujawsko-pomorskie_4.tif,train,0,0,319,219,136,472,2,53,162,201,1,0,0,0,199,142,819,1087,1.33
melbourne_10.tif,train,0,0,13,31,141,86,20,38,44,55,0,0,0,0,27,53,245,263,1.07
kyoto_34.tif,train,0,0,169,382,397,348,19,116,247,162,6,0,1,8,116,68,955,1084,1.14
dhaka_11.tif,train,0,0,49,100,131,325,3,44,81,158,0,6,0,0,67,59,331,692,2.09
shanghai_27.tif,train,0,0,0,7,6,43,1,16,0,0,2,1,0,11,3,56,12,134,11.17
austin_35.tif,train,3,0,168,211,324,355,4,63,165,135,2,0,0,5,90,76,756,845,1.12
pisco_44.tif,train,0,6,190,51,56,79,3,12,104,97,3,3,0,0,67,67,423,315,0.74
dhaka_52.tif,train,0,0,251,204,219,436,2,31,171,264,16,13,0,0,78,54,737,1002,1.36
lima_23.tif,train,1,0,0,0,10,15,1,15,1,0,0,0,0,60,18,21,31,111,3.58
dhaka_4.tif,train,0,0,73,207,220,597,8,29,181,249,7,6,0,0,80,57,569,1145,2.01
tyrolw_66.tif,train,0,0,141,163,205,156,5,16,180,106,0,2,0,0,69,65,600,508,0.85
ulaanbaatar_39.tif,train,0,0,151,14,113,5,6,34,0,41,0,1,0,3,279,289,549,387,0.70
zanzibar_53.tif,train,0,1,76,499,5,247,8,0,338,226,12,7,3,12,3,3,445,995,2.24
ngaoundere_41.tif,train,0,0,116,152,136,121,4,24,169,111,1,1,20,48,63,62,509,519,1.02
kujawsko-pomorskie_5.tif,train,0,0,247,573,191,779,4,53,143,430,1,0,0,0,439,298,1025,2133,2.08
rosario_12.tif,train,0,0,17,24,6,72,1,2,179,96,1,8,1,20,0,4,205,226,1.10
tokyo_6.tif,train,0,0,40,353,189,189,4,114,173,129,7,2,18,22,187,226,618,1035,1.67
bielefeld_47.tif,train,0,0,77,158,69,143,13,41,172,111,2,1,0,2,32,41,365,497,1.36
swietokrzyskie_2.tif,train,0,0,61,64,8,11,9,14,26,38,0,0,15,22,6,5,125,154,1.23
shanghai_54.tif,train,0,0,73,38,108,61,17,27,132,52,0,3,0,0,15,49,345,230,0.67
kyoto_11.tif,train,0,0,321,234,303,219,11,118,517,334,0,0,13,30,386,279,1551,1214,0.78
bielefeld_8.tif,train,0,0,144,384,130,356,4,29,129,238,1,0,2,2,152,139,562,1148,2.04
khartoum_7.tif,train,2,4,2,36,47,34,1,10,21,28,0,35,0,3,22,16,95,166,1.75
tokyo_69.tif,train,0,0,216,438,555,293,11,140,348,173,11,0,7,0,362,228,1510,1272,0.84
daressalaam_96.tif,train,0,0,71,25,228,271,22,27,190,167,62,1,0,4,61,36,634,531,0.84
ngaoundere_27.tif,train,0,0,339,207,228,133,6,38,322,168,34,3,11,23,204,161,1144,733,0.64
chiclayo_39.tif,train,3,7,44,37,80,91,1,14,50,24,1,3,0,8,20,23,199,207,1.04
accra_9.tif,train,0,0,19,8,319,396,4,84,181,187,2,2,0,0,205,77,730,754,1.03
mahe_25.tif,train,13,9,158,112,40,210,4,17,95,64,14,30,0,1,43,51,367,494,1.35
rio_50.tif,train,0,0,1,18,74,64,4,13,46,33,0,0,0,0,11,36,136,164,1.21
ica_43.tif,train,0,5,142,39,469,258,7,27,222,157,4,10,0,0,42,59,886,555,0.63
shanghai_10.tif,train,0,0,62,74,79,110,8,29,81,34,0,1,0,39,29,44,259,331,1.28
rio_66.tif,train,9,1,13,33,0,11,1,1,0,1,0,7,0,0,0,0,23,54,2.35
vegas_25.tif,train,1,0,22,39,20,37,3,14,33,12,0,0,0,0,7,8,86,110,1.28
khartoum_35.tif,train,0,0,4,10,14,19,3,17,61,42,0,4,0,0,26,25,108,117,1.08
lambayeque_39.tif,train,0,0,104,111,27,68,4,18,243,106,0,2,25,43,12,12,415,360,0.87
paris_8.tif,train,1,0,12,41,24,36,3,34,20,10,0,0,0,22,15,40,75,183,2.44
malopolskie_31.tif,train,0,0,22,39,3,30,0,11,7,14,0,5,2,8,10,15,44,122,2.77
ngaoundere_30.tif,train,12,15,51,61,30,114,5,37,109,158,0,3,10,46,12,23,229,457,2.00
chiclayo_24.tif,train,0,0,98,135,33,123,2,34,74,78,15,14,9,27,33,24,264,435,1.65
accra_3.tif,train,0,0,140,257,213,251,14,68,236,238,7,9,0,10,411,223,1021,1056,1.03
tonga_15.tif,train,0,0,80,197,299,487,1,30,683,286,0,10,0,3,90,94,1153,1107,0.96
dolnoslaskie_25.tif,train,2,0,99,90,34,177,6,33,129,84,9,4,4,19,48,61,331,468,1.41
baybay_29.tif,train,0,0,560,587,164,410,9,6,390,97,0,0,10,8,85,88,1218,1196,0.98
ica_48.tif,train,0,0,193,87,208,104,4,12,276,185,0,0,0,0,104,153,785,541,0.69
accra_35.tif,train,1,10,60,54,58,164,1,46,251,79,1,28,0,0,36,50,408,431,1.06
santiago_33.tif,train,0,0,197,66,91,135,5,48,162,103,1,0,0,0,44,102,500,454,0.91
lambayeque_25.tif,train,0,35,64,215,85,123,2,30,210,147,0,33,4,21,13,29,378,633,1.67
pisco_23.tif,train,2,19,108,152,15,102,1,14,207,113,1,53,11,48,16,12,361,513,1.42
christchurch_15.tif,train,0,0,44,32,2,51,3,18,60,20,3,26,0,0,2,4,114,151,1.32
vienna_27.tif,train,0,0,7,32,75,58,30,41,56,3,0,0,0,11,11,31,179,176,0.98
chisinau_36.tif,train,0,0,162,46,69,114,4,52,167,112,0,0,0,0,21,33,423,357,0.84
svaneti_52.tif,train,0,0,30,58,13,87,1,13,116,68,0,0,10,15,13,13,183,254,1.39
podkarpackie_2.tif,train,0,0,81,80,14,31,1,10,50,21,0,0,7,11,10,8,163,161,0.99
christchurch_28.tif,train,0,0,160,210,120,138,11,36,97,51,4,10,2,2,28,26,422,473,1.12
khartoum_38.tif,train,0,0,2,4,24,54,1,8,39,48,0,0,0,0,43,37,109,151,1.39
sechura_6.tif,train,0,8,163,57,37,68,3,37,183,97,0,4,0,0,6,195,392,466,1.19
mazowieckie_21.tif,train,0,0,41,73,18,105,2,8,215,93,0,1,1,1,25,25,302,306,1.01
vegas_45.tif,train,2,0,0,28,3,13,2,10,30,15,0,3,0,9,3,4,40,82,2.05
melbourne_56.tif,train,0,0,194,139,137,149,3,28,147,148,0,1,0,3,20,42,501,510,1.02
abancay_9.tif,train,0,0,282,79,237,287,2,14,222,172,11,0,0,0,49,58,803,610,0.76
christchurch_65.tif,train,0,9,94,204,104,188,1,10,245,153,1,1,1,2,63,61,509,628,1.23
kyoto_58.tif,train,0,0,106,101,566,195,6,90,259,241,9,4,6,12,202,196,1154,839,0.73
malopolskie_17.tif,train,0,0,52,56,19,96,1,18,151,42,2,10,6,15,27,48,258,285,1.10
tyrolw_23.tif,train,2,0,107,176,332,218,3,33,143,88,3,1,0,0,59,55,649,571,0.88
aachen_16.tif,train,0,0,362,322,193,402,7,46,325,206,8,0,0,1,228,216,1123,1193,1.06
chisinau_51.tif,train,0,0,361,175,216,242,15,44,273,141,2,0,10,1,61,82,938,685,0.73
duesseldorf_18.tif,train,0,0,362,247,305,343,4,27,424,154,2,0,0,0,118,112,1215,883,0.73
malopolskie_28.tif,train,0,0,28,56,0,6,0,3,7,2,0,7,0,0,4,5,39,79,2.03
melbourne_14.tif,train,0,0,5,73,123,79,10,58,113,88,0,0,0,0,29,60,280,358,1.28
paris_25.tif,train,0,0,49,93,44,108,2,14,70,35,2,0,0,7,52,48,219,305,1.39
lodzkie_23.tif,train,0,0,13,31,12,22,1,6,40,14,0,5,3,5,5,8,74,91,1.23
rosario_4.tif,train,0,0,282,117,197,149,7,21,310,262,0,0,0,2,193,263,989,814,0.82
kagera_16.tif,train,0,0,258,325,71,432,13,17,192,167,0,4,7,14,64,61,605,1020,1.69
koeln_19.tif,train,0,0,215,302,139,277,7,50,367,179,4,3,7,26,125,130,864,967,1.12
mazowieckie_20.tif,train,0,0,11,36,3,14,5,8,19,4,0,0,6,5,6,6,50,73,1.46
coxsbazar_47.tif,train,12,0,111,93,16,20,0,37,31,34,4,36,6,18,5,8,185,246,1.33
koeln_29.tif,train,0,0,265,284,337,243,6,89,352,176,0,0,0,2,69,71,1029,865,0.84
santiago_58.tif,train,0,0,357,263,161,343,9,60,340,227,10,0,0,0,78,151,955,1044,1.09
chiclayo_33.tif,train,0,10,54,172,37,93,7,36,138,91,3,10,18,21,6,15,263,448,1.70
mahe_2.tif,train,4,12,300,210,94,236,3,23,131,74,1,13,0,0,36,62,569,630,1.11
lubuskie_9.tif,train,0,0,35,35,2,0,1,16,30,32,0,0,0,3,1,0,69,86,1.25
muenster_11.tif,train,0,0,52,68,45,114,15,29,148,35,1,1,6,20,30,26,297,293,0.99
mazowieckie_37.tif,train,0,0,37,41,18,47,4,24,39,20,0,1,12,30,8,9,118,172,1.46
duesseldorf_8.tif,train,0,0,239,197,79,159,4,42,139,111,1,3,4,11,42,55,508,578,1.14
svaneti_62.tif,train,2,0,33,42,8,56,1,5,28,15,1,29,8,24,6,7,87,178,2.05
koeln_4.tif,train,0,0,31,31,5,26,4,21,31,15,1,25,4,7,7,40,83,165,1.99
khartoum_36.tif,train,0,0,0,9,57,142,3,15,32,130,0,0,0,0,70,29,162,325,2.01
koeln_3.tif,train,0,0,144,182,93,169,13,75,229,88,0,0,2,47,38,44,519,605,1.17
daressalaam_7.tif,train,0,0,452,51,376,287,11,27,715,351,5,0,0,0,259,165,1818,881,0.48
melbourne_32.tif,train,0,0,316,149,271,259,22,37,329,281,3,2,0,0,87,75,1028,803,0.78
sechura_22.tif,train,0,2,70,51,43,37,2,23,182,101,0,1,0,0,54,93,351,308,0.88
paris_49.tif,train,0,0,28,65,45,86,7,12,45,22,0,0,0,11,41,41,166,237,1.43
chincha_33.tif,train,0,3,77,153,46,48,2,41,134,107,3,13,5,11,52,47,319,423,1.33
tonga_25.tif,train,0,0,119,105,131,436,2,28,228,253,0,23,1,5,86,88,567,938,1.65
lambayeque_50.tif,train,0,0,40,6,21,9,1,19,32,21,0,10,0,3,32,44,126,112,0.89
niamey_6.tif,train,0,0,61,112,144,95,21,49,171,155,0,1,0,9,207,174,604,595,0.99
piura_39.tif,train,0,0,123,112,4,9,2,49,40,51,7,27,2,8,0,0,178,256,1.44
soriano_6.tif,train,0,0,109,303,279,460,13,39,284,218,2,1,0,0,75,72,762,1093,1.43
coxsbazar_17.tif,train,0,0,177,127,10,11,1,16,274,82,0,3,14,23,1,1,477,263,0.55
santiago_5.tif,train,0,0,539,189,256,247,3,39,256,212,24,0,0,0,108,248,1186,935,0.79
ulaanbaatar_14.tif,train,0,0,164,61,114,15,7,39,51,129,0,0,0,6,336,242,672,492,0.73
niamey_3.tif,train,0,0,91,180,132,73,18,56,207,148,3,0,0,4,250,200,701,661,0.94
dhaka_54.tif,train,0,6,78,136,77,180,7,15,51,109,1,35,0,3,28,65,242,549,2.27
tonga_28.tif,train,0,0,73,203,199,535,7,32,616,311,1,2,0,1,97,115,993,1199,1.21
abancay_4.tif,train,0,0,127,124,165,218,2,25,160,154,0,0,8,0,83,80,545,601,1.10
zanzibar_15.tif,train,0,0,157,194,5,2,0,6,122,17,0,0,0,32,0,2,284,253,0.89
melbourne_30.tif,train,0,0,141,106,199,102,7,24,117,137,0,1,0,1,31,50,495,421,0.85
christchurch_20.tif,train,0,0,12,60,1,181,0,51,5,12,0,0,8,28,29,21,55,353,6.42
accra_52.tif,train,0,0,205,161,200,291,2,32,456,258,0,0,0,0,243,162,1106,904,0.82
coxsbazar_52.tif,train,0,0,127,194,45,93,9,17,43,40,7,17,8,18,50,50,289,429,1.48
accra_5.tif,train,0,0,26,26,321,372,7,67,295,346,0,0,0,0,367,148,1016,959,0.94
accra_39.tif,train,3,0,85,120,65,153,4,28,179,128,1,0,0,0,47,69,384,498,1.30
kagera_64.tif,train,0,1,142,187,25,138,0,15,316,137,0,3,24,47,33,38,540,566,1.05
abancay_5.tif,train,0,0,129,196,107,233,4,54,179,180,0,0,1,0,124,97,544,760,1.40
daressalaam_22.tif,train,2,1,74,61,811,494,18,48,224,293,0,7,0,0,492,59,1621,963,0.59
baybay_25.tif,train,0,7,417,290,111,255,7,17,111,54,2,19,0,1,69,70,717,713,0.99
lubuskie_19.tif,train,0,0,43,52,35,102,1,6,222,59,6,4,0,10,33,39,340,272,0.80
western_1.tif,train,21,17,55,234,29,170,1,9,372,167,12,4,0,4,46,43,536,648,1.21
ngaoundere_34.tif,train,0,35,162,143,87,139,1,9,225,147,0,20,16,79,39,33,530,605,1.14
svaneti_27.tif,train,0,0,145,55,16,5,0,4,28,81,0,15,3,1,3,4,195,165,0.85
monrovia_10.tif,train,0,13,170,246,74,342,10,12,174,194,61,41,21,20,58,66,568,934,1.64
accra_51.tif,train,0,0,15,36,0,6,2,8,299,105,0,0,5,14,1,0,322,169,0.52
vienna_16.tif,train,0,0,29,83,75,122,5,47,40,45,1,0,0,1,13,49,163,347,2.13
piura_10.tif,train,0,0,69,48,259,98,5,28,202,168,0,1,3,3,53,79,591,425,0.72
duesseldorf_41.tif,train,0,0,142,63,222,139,13,34,151,63,0,0,1,0,37,59,566,358,0.63
santiago_36.tif,train,0,0,116,264,204,169,11,40,343,176,0,0,0,0,124,166,798,815,1.02
pomorskie_37.tif,train,0,0,82,55,15,98,4,16,86,43,3,0,9,24,36,42,235,278,1.18
monrovia_71.tif,train,0,0,453,311,259,406,20,29,257,180,31,12,2,13,118,120,1140,1071,0.94
ica_31.tif,train,3,0,4,23,2,31,2,54,5,35,0,0,2,30,8,21,26,194,7.46
ulaanbaatar_23.tif,train,0,0,96,11,73,8,4,41,15,68,0,0,0,5,289,274,477,407,0.85
bielefeld_62.tif,train,0,0,49,93,53,116,3,19,69,40,0,0,11,16,15,15,200,299,1.50
dhaka_40.tif,train,0,0,351,450,371,662,17,33,330,300,11,12,0,0,155,73,1235,1530,1.24
zanzibar_145.tif,train,0,66,39,64,14,84,4,7,531,395,0,11,0,20,45,25,633,672,1.06
khartoum_34.tif,train,0,0,5,50,20,26,1,22,37,53,0,10,0,0,22,30,85,191,2.25
lambayeque_19.tif,train,5,0,66,119,182,164,2,38,118,130,3,1,0,1,64,65,440,518,1.18
wielkopolskie_34.tif,train,0,0,75,57,54,148,3,9,132,33,0,0,1,9,54,48,319,304,0.95
coxsbazar_48.tif,train,0,3,111,177,20,19,0,26,47,48,7,21,10,20,14,13,209,327,1.56
zanzibar_60.tif,train,0,2,588,239,187,214,0,7,236,101,0,9,0,0,5,5,1016,577,0.57
monrovia_73.tif,train,0,8,130,227,58,332,9,17,322,155,24,48,17,32,79,80,639,899,1.41
slaskie_20.tif,train,1,0,13,9,5,49,0,6,76,17,1,4,0,7,8,5,104,97,0.93
santiago_11.tif,train,0,0,349,443,296,448,6,37,349,195,16,0,0,0,130,201,1146,1324,1.16
koeln_49.tif,train,1,0,15,9,3,15,1,5,0,0,0,1,5,1,1,2,26,33,1.27
kagera_55.tif,train,0,0,57,150,46,133,1,29,180,199,0,4,88,29,35,33,407,577,1.42
swietokrzyskie_24.tif,train,0,0,46,25,16,52,2,6,35,20,0,2,2,12,13,11,114,128,1.12
lodzkie_19.tif,train,0,0,22,68,10,34,5,10,24,23,1,7,14,21,8,52,84,215,2.56
muenster_25.tif,train,0,0,54,129,25,79,4,51,71,33,1,0,10,19,15,18,180,329,1.83
dolnoslaskie_3.tif,train,0,0,25,53,7,2,5,27,12,36,4,11,0,19,2,0,55,148,2.69
sechura_50.tif,train,0,0,63,117,204,150,2,16,223,133,9,3,5,3,91,88,597,510,0.85
dortmund_51.tif,train,0,0,192,219,59,215,6,26,122,113,1,0,5,12,74,64,459,649,1.41
mahe_65.tif,train,0,0,359,399,129,396,15,63,240,69,0,28,0,5,74,86,817,1046,1.28
svaneti_40.tif,train,0,0,81,53,32,112,10,14,115,71,0,3,21,26,26,16,285,295,1.04
abancay_48.tif,train,0,0,96,105,222,270,1,18,128,144,0,0,0,4,53,74,500,615,1.23
kagera_32.tif,train,2,0,112,260,73,325,18,6,1032,163,0,0,8,7,80,69,1325,830,0.63
pisco_18.tif,train,43,22,206,92,6,55,0,4,241,36,12,159,4,5,0,0,512,373,0.73
svaneti_24.tif,train,16,0,36,36,46,179,2,14,45,57,1,42,1,30,32,37,179,395,2.21
mazowieckie_4.tif,train,0,0,5,14,6,11,0,22,168,10,0,1,86,8,3,1,268,67,0.25
podkarpackie_10.tif,train,0,0,289,51,14,28,1,2,151,23,18,0,9,16,15,18,497,138,0.28
viru_20.tif,train,0,0,89,50,465,109,9,29,194,137,5,1,4,2,73,123,839,451,0.54
paris_12.tif,train,0,0,63,86,30,99,1,10,67,46,0,0,0,16,36,51,197,308,1.56
kitsap_35.tif,train,0,0,184,276,135,375,1,7,240,145,4,0,0,0,111,112,675,915,1.36
kyoto_15.tif,train,0,0,94,158,240,97,5,68,149,166,1,4,19,38,232,139,740,670,0.91
tokyo_68.tif,train,0,0,158,379,403,229,7,122,352,91,1,0,27,5,485,213,1433,1039,0.73
viru_34.tif,train,0,2,103,279,46,90,1,19,251,184,0,0,14,63,14,20,429,657,1.53
ulaanbaatar_47.tif,train,2,0,44,99,21,68,1,26,52,25,1,25,2,17,71,29,194,289,1.49
rotterdam_2.tif,train,0,0,24,84,65,128,6,45,107,58,5,16,0,13,52,34,259,378,1.46
lohur_39.tif,train,0,0,70,93,35,100,3,10,59,36,0,0,5,21,3,6,175,266,1.52
dowa_18.tif,train,0,0,15,12,120,27,1,27,21,17,0,1,5,8,313,151,475,243,0.51
wielkopolskie_29.tif,train,0,0,231,87,112,255,3,15,510,73,0,0,0,3,72,58,928,491,0.53
rio_18.tif,train,5,0,7,11,10,24,1,1,31,13,2,1,4,1,3,5,63,56,0.89
daressalaam_86.tif,train,0,3,296,189,107,246,9,40,251,133,6,13,1,3,43,74,713,701,0.98
vegas_14.tif,train,0,0,43,51,17,21,1,19,100,44,2,1,0,0,25,35,188,171,0.91
abancay_12.tif,train,0,1,120,68,53,91,6,9,204,100,4,11,0,1,30,34,417,315,0.76
pisco_25.tif,train,4,1,101,77,28,23,1,7,49,33,1,17,8,15,4,2,196,175,0.89
vienna_15.tif,train,0,0,85,63,78,247,6,68,42,29,0,0,0,1,24,43,235,451,1.92
wielkopolskie_12.tif,train,0,0,87,85,40,172,2,4,80,51,0,0,2,3,22,19,233,334,1.43
monrovia_49.tif,train,0,0,135,97,106,371,5,32,122,76,11,6,0,8,89,88,468,678,1.45
maputo_3.tif,train,0,0,54,45,266,302,7,33,228,241,0,0,0,1,252,119,807,741,0.92
tyrolw_44.tif,train,0,0,84,39,6,36,5,5,55,12,0,13,3,2,5,15,158,122,0.77
warminsko-mazurskie_12.tif,train,0,0,22,81,6,69,1,21,75,46,2,3,1,36,3,4,110,260,2.36
chisinau_68.tif,train,0,0,419,210,153,326,8,28,158,106,14,5,0,6,52,77,804,758,0.94
zanzibar_31.tif,train,0,0,317,126,85,37,0,5,204,170,0,0,0,5,4,5,610,348,0.57
vienna_4.tif,train,0,0,71,134,86,108,4,33,147,84,0,0,0,1,23,70,331,430,1.30
abancay_46.tif,train,0,0,75,145,124,189,4,16,165,95,0,5,0,0,96,92,464,542,1.17
zanzibar_33.tif,train,0,0,222,177,28,75,25,12,439,97,0,1,17,8,11,12,742,382,0.51
daressalaam_95.tif,train,0,0,161,157,287,400,10,48,267,291,2,0,0,1,175,123,902,1020,1.13
tokyo_13.tif,train,0,0,36,229,163,203,4,123,149,74,17,0,19,14,722,170,1110,813,0.73
austin_30.tif,train,0,5,154,132,578,140,38,37,121,125,3,1,0,1,44,47,938,488,0.52
abancay_28.tif,train,0,0,46,129,244,249,1,17,130,163,0,0,0,0,115,123,536,681,1.27
tokyo_60.tif,train,0,0,118,251,145,196,9,107,260,64,0,1,26,49,346,92,904,760,0.84
svaneti_44.tif,train,0,0,75,93,83,133,7,29,233,105,0,3,9,14,26,20,433,397,0.92
tokyo_41.tif,train,0,0,331,385,418,231,8,114,460,214,0,0,22,6,733,234,1972,1184,0.60
chincha_8.tif,train,0,0,251,125,147,72,17,29,269,154,126,8,8,16,79,96,897,500,0.56
ngaoundere_31.tif,train,0,0,24,280,123,134,5,47,345,150,4,28,104,49,66,54,671,742,1.11
chicago_11.tif,train,0,0,92,88,122,94,10,38,151,100,0,0,0,0,203,148,578,468,0.81
chisinau_61.tif,train,0,0,92,42,105,185,8,81,106,90,0,2,0,0,22,51,333,451,1.35
aachen_28.tif,train,0,0,2,25,3,21,0,26,1,5,0,1,4,26,3,4,13,108,8.31
zachodniopomorskie_5.tif,train,0,0,32,42,11,10,1,4,56,26,3,32,1,4,1,2,105,120,1.14
zanzibar_64.tif,train,0,0,304,344,38,245,16,12,720,206,0,1,67,52,2,4,1147,864,0.75
vegas_35.tif,train,1,0,13,83,2,35,1,4,296,7,0,7,0,62,1,1,314,199,0.63
accra_7.tif,train,0,0,65,119,273,292,14,70,242,239,6,2,0,3,315,153,915,878,0.96
baybay_61.tif,train,0,0,193,221,66,180,1,3,125,80,0,0,2,9,40,36,427,529,1.24
kyoto_21.tif,train,1,0,82,212,168,236,7,39,338,162,22,1,131,33,169,123,918,806,0.88
santiago_46.tif,train,0,0,25,239,399,204,21,52,207,212,10,0,0,0,89,173,751,880,1.17
monrovia_7.tif,train,0,0,335,217,171,272,13,36,254,197,14,6,2,12,120,140,909,880,0.97
zanzibar_66.tif,train,0,0,181,267,57,185,11,36,326,161,0,13,23,18,17,61,615,741,1.20
soriano_10.tif,train,0,0,165,200,112,585,1,7,183,186,0,0,0,0,140,175,601,1153,1.92
pisco_1.tif,train,6,6,63,114,58,47,1,31,119,99,20,24,7,17,48,31,322,369,1.15
dortmund_10.tif,train,0,0,453,525,366,553,4,40,511,286,15,0,2,3,250,210,1601,1617,1.01
monrovia_64.tif,train,0,0,290,162,153,250,15,53,203,153,0,11,0,1,140,118,801,748,0.93
chisinau_16.tif,train,0,0,204,97,91,142,4,27,145,104,0,0,0,0,43,78,487,448,0.92
chiangmai_4.tif,train,0,0,320,333,188,350,5,36,323,166,6,19,0,5,49,75,891,984,1.10
pisco_26.tif,train,9,16,48,103,25,71,1,11,125,74,1,56,5,14,17,16,231,361,1.56
dolnoslaskie_33.tif,train,0,0,49,62,37,55,4,28,44,21,0,0,2,22,3,4,139,192,1.38
tokyo_59.tif,train,0,0,285,314,154,200,5,96,226,122,1,1,25,27,416,104,1112,864,0.78
rio_42.tif,train,0,0,0,15,71,38,4,11,60,29,7,0,0,0,19,49,161,142,0.88
abancay_7.tif,train,0,0,130,218,154,283,3,22,226,214,0,0,5,2,97,87,615,826,1.34
santiago_69.tif,train,0,0,178,254,83,341,8,88,106,62,13,1,0,2,40,130,428,878,2.05
dhaka_58.tif,train,0,1,52,296,452,506,10,37,199,205,10,16,0,0,120,49,843,1110,1.32
austin_28.tif,train,0,0,70,78,100,123,5,44,80,83,2,0,3,1,51,40,311,369,1.19
chicago_21.tif,train,0,0,120,55,79,102,18,32,242,138,0,0,0,0,238,100,697,427,0.61
chisinau_25.tif,train,0,0,170,117,92,166,26,36,85,76,0,0,0,0,13,35,386,430,1.11
abancay_24.tif,train,0,25,31,56,21,56,2,2,219,108,0,6,2,6,3,55,278,314,1.13
aachen_35.tif,train,0,0,63,186,57,153,2,24,116,117,2,0,6,9,147,105,393,594,1.51
wielkopolskie_14.tif,train,0,0,196,57,112,312,2,19,240,47,0,0,0,3,64,52,614,490,0.80
vegas_49.tif,train,0,0,55,98,52,83,5,17,107,40,0,0,0,1,7,14,226,253,1.12
svaneti_65.tif,train,0,0,6,9,7,99,0,0,368,96,2,10,2,24,2,0,387,238,0.61
bielefeld_59.tif,train,0,0,472,456,417,385,4,45,471,312,17,4,0,1,191,200,1572,1403,0.89
shanghai_55.tif,train,0,0,42,63,94,62,4,37,34,31,1,0,2,65,41,66,218,324,1.49
muenster_24.tif,train,0,0,65,87,17,36,4,12,94,34,3,1,46,25,19,21,248,216,0.87
kitsap_49.tif,train,0,0,13,90,72,55,3,4,38,37,4,3,0,4,11,11,141,204,1.45
austin_25.tif,train,0,0,107,110,92,206,2,35,76,79,0,0,0,0,22,44,299,474,1.59
rio_5.tif,train,0,0,25,55,63,72,1,15,55,51,1,0,0,0,125,49,270,242,0.90
chiclayo_3.tif,train,0,28,2,42,18,59,2,5,238,132,1,12,3,2,29,22,293,302,1.03
santiago_14.tif,train,0,0,244,174,158,199,7,30,197,89,5,0,0,12,49,97,660,601,0.91
abancay_40.tif,train,0,0,33,51,253,338,1,10,70,70,0,0,0,1,77,41,434,511,1.18
shanghai_42.tif,train,0,0,37,53,89,123,10,20,44,32,7,1,0,26,87,28,274,283,1.03
vienna_22.tif,train,0,0,65,135,23,104,1,80,228,77,3,0,0,4,10,22,330,422,1.28
melbourne_26.tif,train,0,0,250,127,291,225,13,42,149,237,0,0,0,0,47,68,750,699,0.93
christchurch_12.tif,train,0,0,518,606,497,562,6,38,429,282,6,0,0,0,174,184,1630,1672,1.03
paris_39.tif,train,0,0,18,40,53,78,4,10,50,30,0,2,0,3,35,48,160,211,1.32
tyrolw_70.tif,train,0,0,49,66,4,10,5,9,27,7,0,11,4,7,4,4,93,114,1.23
mazowieckie_28.tif,train,0,0,4,13,0,5,0,2,77,1,0,0,9,3,1,1,91,25,0.27
